review,label
"Anxiety: ""I have been on this medication for over 3 years. I finally found a medicine that really takes my anxiety away when I have my attacks. It has greatly allowed me to be myself again. Much better then anything else I have ever tried. My Doctor prescribed me this along with 1 mg of clonazepam and I sleep very well considering my previous condition.""",positive
"Pain: ""I have been given Dilaudid through an IV on several occasions and on all those occasions I&#039;d rather just dealt with the pain. Today the hospital gave me Dilaudid, and some nausea medication... On ever occasion that I have been given Dilaudid through IV instantly my head gets too heavy, I begin to get dizzy and lighthead. I always get VERY NAUSEOUS and confused, so I usually sleep it off  because I hate the feeling it gives me. This time was different I fell asleep about 40 minutes after getting the medication and every couple minutes I kept waking up. All of a sudden I became very hot and clamy while feeling very cold.  """,negative
"Depression: ""I suffered from inherited depression (chemical imbalance). My family doctor put me and my mother on it at the same time. We both were nauseous and had headaches for the first 2 weeks, the subsided. Then we went up a dose after a month to 100 mg and had the same side affects again but then went away. Now we are both happy-go-lucky. Zoloft made me normal again. Which I had forgotten what normal was years ago. Saved my marriage and my life as well. I recommend taking it at night though. """,positive
"Pain: ""I had NO pain control on this medication, but from reading the other posts, I was not given a chance at it. My MD tried one small dose and NOTHING for breakthrough pain. It seems that if he&#039;d adjusted it and given me something for break through pain maybe I would have had a good outcome, too. Sadly, I have no health insurance now and it&#039;s too expensive, so maybe he did me a favor. It would&#039;ve been brutal to finally have a medicine work and it be too expensive to buy.""",negative
"Anxiety: ""I began taking 5 mg of lexapro 10 days ago, for postpartum depression/anxiety. It has been a lifesaver. The initial side effects faded within a week. I take it in the morning, because I knew that it would possibly make me jittery at first. I had tiredness in the afternoon and evening and a loss of appetite for the first 5 days, but those have faded completely. I searched and searched for positive reviews on this drug for postpartum depression/anxiety and could not find any. If anyone is on the fence about taking medication for postpartum depression, please consider it for a temporary aid in getting you past it.""",positive
"Pain: ""For the past 3 years I have been dealing with nerve pain left from shingles in my neck. I have tried EVERYTHING for this pain including injections and narcotics. Nothing really helped unless I was a zombie. I am allergic to a lot of medications including Tegretol and Neurontin. So when my neurologist suggested I try this medication I was VERY skeptical. I have been on this medicaton for a week now. I started on 25mg twice a day and felt some relief. I thought it was in my head. Now I am on 50mg twice a day and I can&#039;t believe the difference. I am relieved I can finally get my life back. I am a mother of 2. I did not realize how much the pain had taken over my life until now.""",positive
"Anxiety: ""I started this med after I found out my husband had affair. I was lost, didn&#039;t want to live. All I wanted to do was cry. Been on this medicine for around 3 months, 10 mg to start w/ now up to 20mg. This medicine has been a lifesaver for me. It has even helped save my marriage. I have Been the happiest I have been in awhile! I really love this medication, I finally got myself out of the darker place I was in, the place I hope to never go back to. I&#039;m feeling much stronger day by day. Still have a few moments where I think about what he did but I can deal with it, we deal with it. My depression is about completely gone, my work at my job has improved, I can socialize with others now with no problem. Life is looking better.""",positive
"Pain: ""I had this drug given to me when I was hit by a car as I walked across the street.  I couldn&rsquo;t take meds I was given due to side effects.  My pain was so severe I was given a shot of Toradol. What relief!  It worked extremely well for me.  Four years later I had sciatic nerve pain.  I asked my doctor for a shot of Toradol.  After three days and nights of extreme pain and discomfort, the Toradol shot took it all away. I am so relieved.  No side effects- just good old pain relief!""",positive
"Depression: ""This is a terrible pill and I wouldn&#039;t recommend anybody to start this med unless you are ready for the bad side effects of coming off of this med when it doesn&#039;t work . This med cause me to lose about 3 years of memory lose and almost my marriage.""",negative
"Anxiety: ""Within a week I felt an immediate change. I no longer obsess over tiny little details or let opportunities pass me by because of my anxiety. I feel like a normal person. Give it a chance!!!""",positive
"Anxiety: ""During a recent stretch of terrible anxiety which  crept up very slowly, I suddenly became incapacitated. I was in fear of everything and I couldn&#039;t function- AT ALL. I went to my doctor and explained the symptoms and he recommended Lexapro 10 mg. with Klonopin .5 mg. as needed. I took both medications and the Klonopin erased all the startup side effects of the Lexapro such as increased nervousness, insomnia, and poor appetite. As soon as the Lexapro kicked in, ( about three weeks) I was able to step off the Klonopin and have felt great ever since. Anxiety has been wiped out and sleep has improved. I feel 100% better. Don&#039;t give up, this medication WORKS !!""",positive
